Appliances,Lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
310,0,26.26,41.6233333333,25.7633333333,37.39,28.7,36.254,25.5,41.2,25.29,57.3933333333,20.3266666667,1,25.7,36.3266666667,25.83,43.7,24.1714285714,39.2385714286,20.5666666667,748.7333333333,49,9.3333333333,29,9.3666666667
280,10,26.2,41.0966666667,25.5666666667,37.1333333333,28.6285714286,36.0114285714,25.5,41.054,25.3233333333,56.13,19.9933333333,1,25.6,36.29,25.8771428571,43.6957142857,24.1,39.054,20.2833333333,748.8166666667,49.5,9.1666666667,29,9.2833333333
310,0,26.1666666667,40.2666666667,25.36,36.8,28.5,35.678,25.5,40.8242857143,25.39,54.9966666667,19.6,1,25.6,36.23,25.956,43.7,24.0857142857,38.6242857143,20,748.9,50,9,29,9.2
330,0,26.1,39.7266666667,25.2266666667,36.16,28.5714285714,35.3657142857,25.5,40.276,25.6333333333,67.4666666667,19.7933333333,1,25.6,36.06,26.06,43.616,24,38.074,19.7333333333,749.0166666667,49.6666666667,9,30.8333333333,8.8333333333
190,0,26.0666666667,38.99,25.0333333333,35.9666666667,28.7,34.79,25.5,39.8971428571,25.7,71.06,20.5666666667,1,25.5333333333,35.86,26.1,43.4333333333,23.9685714286,37.79,19.4666666667,749.1333333333,49.3333333333,9,32.6666666667,8.4666666667
130,0,26,38.73,25.1,36.4633333333,28.6285714286,34.5528571429,25.5,39.7,25.795,63.3,20.3666666667,1,25.5,35.76,26.16,43.378,23.89,37.73375,19.2,749.25,49,9,34.5,8.1
140,0,26,38.79,25.1666666667,36.7233333333,28.376,34.196,25.5,39.8285714286,25.3566666667,54.3633333333,19.8666666667,1,25.5,35.7,26.218,43.25,23.79,37.554,18.9333333333,749.3666666667,48.6666666667,9,36.3333333333,7.7333333333
150,0,26,38.9,25.1,37.03,27.9971428571,33.7857142857,25.456,40.018,25.1633333333,51.1566666667,19.1266666667,1,25.39,35.73,26.29,43.0583333333,23.7514285714,37.5671428571,18.6666666667,749.4833333333,48.3333333333,9,38.1666666667,7.3666666667
140,0,26,39.0266666667,25.1,37.3633333333,27.6,33.67,25.4685714286,40.1371428571,24.8266666667,48.7266666667,17.8666666667,1.5966666667,25.39,35.79,26.29,42.845,23.736,37.858,18.4,749.6,48,9,40,7
130,0,26,39.2,24.9633333333,37.4666666667,27.4371428571,33.9542857143,25.39,40.036,24.6333333333,47.6666666667,16.66,4.53,25.39,35.9,26.29,42.62,23.6714285714,38.1685714286,17.8666666667,749.7666666667,51.1666666667,8.6666666667,37.8333333333,7.3333333333
130,0,26,39.2,24.8233333333,37.4,27.23,34.1933333333,25.39,40.09,24.4633333333,46.6966666667,15.6933333333,7.7566666667,25.3233333333,35.9666666667,26.3733333333,42.43,23.6,38.334,17.3333333333,749.9333333333,54.3333333333,8.3333333333,35.6666666667,7.6666666667
100,0,25.89,38.76,24.6666666667,37.4333333333,27.0714285714,34.47,25.39,40.072,24.3233333333,45.9566666667,15.0266666667,9.9633333333,25.26,36.03,26.39,42.2,23.5142857143,38.4857142857,16.8,750.1,57.5,8,33.5,8
120,0,25.89,38.7,24.6,37.6333333333,26.9214285714,34.3757142857,25.39,40,24.1666666667,44.99,14.3666666667,12.43,25.175,36.1725,26.35,42.2,23.434,38.518,16.2666666667,750.2666666667,60.6666666667,7.6666666667,31.3333333333,8.3333333333
100,10,25.79,38.73,24.6,38.0666666667,26.754,34.4,25.39,40,24.0333333333,44.4566666667,13.9,14.69,25.1,36.26,26.34,42.2,23.39,38.59,15.7333333333,750.4333333333,63.8333333333,7.3333333333,29.1666666667,8.6666666667
80,0,25.79,38.8633333333,24.5333333333,38.4,26.6428571429,34.4857142857,25.39,40,23.8266666667,43.66,13.3666666667,16.53,25.1,36.3266666667,26.34,42.2,23.254,38.554,15.2,750.6,67,7,27,9
60,0,25.73,39.1566666667,24.39,38.6566666667,26.6,34.736,25.39,40.076,23.7,43.4666666667,12.96,18.39,25.1,36.4666666667,26.29,42.72,23.2128571429,38.7342857143,14.7666666667,750.7666666667,68.8333333333,6.8333333333,26.5,8.9666666667
60,0,25.73,39.29,24.3233333333,38.93,26.5285714286,34.7957142857,25.39,40.2,23.73,44.86,12.4333333333,20.3666666667,25.1,36.5,26.39,43.476,23.31,39.31,14.3333333333,750.9333333333,70.6666666667,6.6666666667,26,8.9333333333
60,0,25.7,39.4,24.29,39.19,26.5,34.79,25.39,40.29,23.8566666667,45.9933333333,12.1666666667,22.6333333333,25.1,36.5,26.39,43.925,23.4214285714,40.4785714286,13.9,751.1,72.5,6.5,25.5,8.9
60,0,25.7,39.4,24.1666666667,39.4633333333,26.3485714286,34.7957142857,25.39,40.245,23.89,47.1966666667,11.7,24.795,25.1,36.59,26.37,44.12,23.5,41.08,13.4666666667,751.2666666667,74.3333333333,6.3333333333,25,8.8666666667
60,0,25.6666666667,39.4,24.1,39.6633333333,26.29,34.834,25.39,40.2,23.9633333333,47.8633333333,11.3233333333,26.5333333333,25.1,36.59,26.3614285714,44.1214285714,23.5857142857,41.41,13.0333333333,751.4333333333,76.1666666667,6.1666666667,24.5,8.8333333333
60,0,25.6,39.4,24,39.73,26.2257142857,34.7642857143,25.39,40.09,24,48.5966666667,11.0633333333,28.0666666667,25.1,36.6266666667,26.365,44.0225,23.6,41.696,12.6,751.6,78,6,24,8.8
50,0,25.6,39.4,23.9266666667,39.93,26.06,34.5,25.39,40.0128571429,24,48.99,10.86,28.6333333333,25.1,36.7,26.29,44.134,23.6285714286,41.9542857143,12.3,751.7166666667,78.5,6.3333333333,23.8333333333,8.6
50,0,25.6,39.4,23.8566666667,40.09,25.9371428571,34.2657142857,25.39,39.9625,24,49.4633333333,10.6666666667,28.9,25.1,36.7,26.29,44.015,23.6,42.236,12,751.8333333333,79,6.6666666667,23.6666666667,8.4
50,0,25.5,39.5,23.79,40.1633333333,25.812,34.054,25.37,39.9,24,49.7233333333,10.4633333333,30.2,25.1,36.7,26.29,43.925,23.6857142857,42.5085714286,11.7,751.95,79.5,7,23.5,8.2
60,0,25.5,39.5,23.6666666667,40.26,25.7,34.2328571429,25.33,39.834,24,50.03,10.33,31.06,25.1,36.7,26.2514285714,43.8528571429,23.7,42.74,11.4,752.0666666667,80,7.3333333333,23.3333333333,8
60,0,25.4633333333,39.5,23.6,40.26,25.79,34.44,25.29,39.79,24,50.1633333333,10.1266666667,32.4333333333,25.1,36.7,26.2,43.7,23.7257142857,42.9971428571,11.1,752.1833333333,80.5,7.6666666667,23.1666666667,7.8
60,0,25.445,39.5225,23.5,40.5,25.8042857143,34.5514285714,25.29,39.7642857143,24,50.245,10,33.16,25.0666666667,36.7,26.2,43.7,23.7,43.236,10.8,752.3,81,8,23,7.6
70,0,25.39,39.53,23.4266666667,40.5,25.89,34.59,25.29,39.7,24,50.3266666667,9.7633333333,33.5666666667,25,36.7,26.1285714286,43.7,23.7514285714,43.41,10.6666666667,752.3833333333,81.6666666667,7.8333333333,22.8333333333,7.5833333333
60,0,25.3566666667,39.59,23.3566666667,40.6266666667,25.89,34.59,25.29,39.7,24,50.4,9.69,33.76,25,36.7,26.1,43.59,23.79,43.576,10.5333333333,752.4666666667,82.3333333333,7.6666666667,22.6666666667,7.5666666667
60,0,25.29,39.59,23.29,40.76,25.89,34.536,25.29,39.6214285714,24,50.4,9.5666666667,34.53,25,36.7,26.1,43.59,23.79,43.7,10.4,752.55,83,7.5,22.5,7.55
60,0,25.29,39.6633333333,23.26,40.9,25.89,34.5128571429,25.2675,39.59,24,50.4,9.3666666667,34.79,25,36.7,26.1,43.6685714286,23.79,43.834,10.2666666667,752.6333333333,83.6666666667,7.3333333333,22.3333333333,7.5333333333
60,0,25.29,39.59,23.1333333333,40.9666666667,25.89,34.5,25.254,39.536,24,50.3633333333,9.2633333333,35.5966666667,25,36.6266666667,26.1,43.59,23.79,44.04375,10.1333333333,752.7166666667,84.3333333333,7.1666666667,22.1666666667,7.5166666667
50,0,25.2,39.7,23.1,41.03,25.8614285714,34.5,25.2642857143,39.5,24,50.29,9.13,36.0633333333,24.945,36.59,26.0666666667,43.56,23.79,44.1842857143,10,752.8,85,7,22,7.5
60,0,25.2,39.7,23.1,41.1633333333,25.79,34.46,25.2,39.5,24,50.29,9.1,36.7,24.89,36.59,26,43.545,23.79,44.276,9.9166666667,752.8833333333,85,6.5,22,7.4333333333
50,0,25.2,39.7,23,41.23,25.6985714286,34.3842857143,25.2,39.5,23.9266666667,50.23,9.16,36.6266666667,24.89,36.59,26,43.59,23.79,44.4285714286,9.8333333333,752.9666666667,85,6,22,7.3666666667
60,0,25.1333333333,39.7,22.9266666667,41.29,25.58,34.272,25.2,39.4,23.89,50.1633333333,9.19,35.85,24.89,36.59,25.934,43.4,23.83,44.536,9.75,753.05,85,5.5,22,7.3
60,0,25.1,39.7,22.89,41.29,25.4685714286,34.1214285714,25.2,39.4,23.89,50.09,9.2266666667,34.9666666667,24.89,36.59,25.9725,43.5975,23.89,44.6657142857,9.6666666667,753.1333333333,85,5,22,7.2333333333
70,0,25.1,39.7,22.815,41.245,25.456,34.254,25.2,39.29,23.9633333333,50,9.3,33.9666666667,24.89,36.56,25.89,43.29,23.89,44.79,9.5833333333,753.2166666667,85,4.5,22,7.1666666667
60,0,25.1,39.7,22.79,41.29,25.39,34.2,25.2,39.29,23.9633333333,49.9333333333,9.2633333333,32.7633333333,24.89,36.5,25.89,43.29,23.89,44.79,9.5,753.3,85,4,22,7.1
70,0,25.1,39.7,22.7,41.4,25.39,34.0542857143,25.1714285714,39.2257142857,23.89,49.8633333333,9.13,32.0966666667,24.89,36.5,25.89,43.245,23.89,44.834,9.4333333333,753.3833333333,85,4,22,7.0166666667
60,0,25,39.6633333333,22.7,41.4,25.33,34.054,25.2,39.2,23.89,49.73,8.9333333333,31.7266666667,24.89,36.5,25.85,43.054,23.89,44.8685714286,9.3666666667,753.4666666667,85,4,22,6.9333333333
60,0,25,39.53,22.6666666667,41.4,25.29,34.0642857143,25.2,39.1633333333,23.9633333333,49.59,8.7266666667,31.7933333333,24.89,36.4666666667,25.79,43,23.89,44.9,9.3,753.55,85,4,22,6.85
70,0,25,39.5,22.6,41.4,25.29,34,25.15,39.09,23.89,49.53,8.6,32.09,24.89,36.4,25.79,42.9285714286,23.89,44.9714285714,9.2333333333,753.6333333333,85,4,22,6.7666666667
60,0,25,39.5,22.575,41.4,25.29,34,25.1,39,23.89,49.4666666667,8.5333333333,32.1633333333,24.79,36.29,25.81,42.98,23.89,45.09,9.1666666667,753.7166666667,85,4,22,6.6833333333
60,0,25,39.4,22.5,41.4,25.29,33.98,25.1,38.94,23.89,49.3266666667,8.4633333333,32.5,24.79,36.23,25.8233333333,42.9,23.89,45.1528571429,9.1,753.8,85,4,22,6.6
50,0,25,39.4,22.5,41.4,25.23,33.9,25.1,38.8985714286,23.89,49.1633333333,8.39,32.6933333333,24.79,36.1633333333,25.79,42.7928571429,23.89,45.2,9.0166666667,753.8333333333,84.8333333333,3.6666666667,22.1666666667,6.5
60,0,24.89,39.4,22.478,41.44,25.1666666667,33.73,25.1,38.79,23.89,49.03,8.5,32.76,24.79,36.09,25.79,42.616,23.89,45.2,8.9333333333,753.8666666667,84.6666666667,3.3333333333,22.3333333333,6.4
60,0,24.89,39.4,22.39,41.3528571429,25.1,33.79,25.1,38.77875,23.89,48.95,8.5,32.5666666667,24.79,36.09,25.79,42.3725,23.89,45.29,8.85,753.9,84.5,3,22.5,6.3
60,0,24.89,39.4,22.35,41.29,25,33.56,25.1,38.7385714286,23.89,48.8633333333,8.6666666667,31.13,24.79,36.09,25.79,42.1685714286,23.89,45.29,8.7666666667,753.9333333333,84.3333333333,2.6666666667,22.6666666667,6.2
70,0,24.89,39.29,22.29,41.29,25,33.5,25.1,38.656,23.89,48.73,8.86,29.39,24.79,36,25.79,41.96,23.89,45.29,8.6833333333,753.9666666667,84.1666666667,2.3333333333,22.8333333333,6.1
60,0,24.89,39.23,22.29,41.29,24.89,33.56,25.1,38.59,23.89,48.59,9.0333333333,26.3233333333,24.79,36,25.79,41.8242857143,23.89,45.29,8.6,754,84,2,23,6
70,0,24.89,39.1633333333,22.2257142857,41.2257142857,24.89,33.4333333333,25.1,38.572,23.89,48.53,9.16,24.7966666667,24.7,36,25.79,41.7,23.89,45.4,8.65,754.05,82.8333333333,2.3333333333,23.3333333333,5.8333333333
60,0,24.89,39.03,22.254,41.156,24.89,33.5,25.1,38.5,23.89,48.4666666667,9.3,24.19,24.7,36,25.7642857143,41.6214285714,23.89,45.4571428571,8.7,754.1,81.6666666667,2.6666666667,23.6666666667,5.6666666667
60,0,24.8566666667,38.9666666667,22.2,41.09,24.89,33.5,25.1,38.5,23.89,48.4,9.3225,23.4475,24.7,35.9,25.754,41.46,23.89,45.5,8.75,754.15,80.5,3,24,5.5
50,0,24.79,38.9,22.2,41.09,24.79,33.4,25.0857142857,38.4428571429,23.89,48.26,9.39,22.9266666667,24.7,35.8633333333,25.7,41.3371428571,23.89,45.5,8.8,754.2,79.3333333333,3.3333333333,24.3333333333,5.3333333333
60,0,24.79,38.79,22.1714285714,41.09,24.79,33.3266666667,25,38.4,23.89,48.2,9.36,21.3633333333,24.7,35.79,25.7,41.272,23.89,45.5,8.85,754.25,78.1666666667,3.6666666667,24.6666666667,5.1666666667
60,0,24.79,38.73,22.1,41.054,24.7,33.1566666667,25,38.3528571429,23.89,48.06,9.3,21.03,24.7,35.7,25.7,41.2,23.89,45.5385714286,8.9,754.3,77,4,25,5
50,0,24.79,38.7,22.1,41,24.7,33.29,25,38.29,23.89,47.9333333333,9.19,20.3633333333,24.7,35.7,25.7,41.2,23.89,45.5,8.85,754.3166666667,76.3333333333,4.1666666667,25.3333333333,4.8166666667
60,0,24.79,38.7,22.1,40.98,24.6666666667,33,25,38.2771428571,23.8233333333,47.79,9.19,19.5566666667,24.6666666667,35.6633333333,25.7,41.1242857143,23.89,45.5771428571,8.8,754.3333333333,75.6666666667,4.3333333333,25.6666666667,4.6333333333
60,0,24.79,38.59,22.1,40.9,24.6,33,25,38.2,23.89,47.79,9.19,18.7333333333,24.6666666667,35.59,25.7,41,23.9371428571,45.5642857143,8.75,754.35,75,4.5,26,4.45
60,0,24.73,38.59,22,40.754,24.55,32.8,25,38.1685714286,23.8233333333,47.6266666667,9.19,17.8666666667,24.6,35.5,25.7,40.9285714286,23.956,45.5,8.7,754.3666666667,74.3333333333,4.6666666667,26.3333333333,4.2666666667
70,0,24.7,38.56,22,40.63125,24.5,32.8266666667,25,38.09,23.8233333333,47.5666666667,9.19,17.7,24.6666666667,35.5,25.7,40.79,23.9214285714,45.5,8.65,754.3833333333,73.6666666667,4.8333333333,26.6666666667,4.0833333333
60,0,24.7,38.4333333333,22,40.5128571429,24.5,32.7666666667,25,38.0771428571,23.89,47.5,9.19,17.5666666667,24.6,35.4,25.6142857143,40.79,23.89,45.5,8.6,754.4,73,5,27,3.9
60,0,24.7,38.4,22,40.5,24.39,32.59,24.934,38,23.89,47.4333333333,9.2633333333,17.1566666667,24.6,35.4,25.6,40.79,23.9371428571,45.5,8.6333333333,754.45,72.8333333333,5,27,3.9
60,0,24.6333333333,38.2666666667,22,40.4285714286,24.4633333333,32.59,24.89,37.9571428571,23.79,47.1633333333,9.19,16.63,24.6,35.26,25.6,40.79,23.934,45.4,8.6666666667,754.5,72.6666666667,5,27,3.9
50,0,24.7,38.29,21.956,40.29,24.39,32.4333333333,24.89,37.9,23.79,47.09,9.19,15.5666666667,24.6,35.2,25.5,40.7,23.9528571429,45.4,8.7,754.55,72.5,5,27,3.9
60,0,24.6333333333,38.23,21.89,40.2385714286,24.39,32.4333333333,24.89,37.8371428571,23.8566666667,47.06,9.19,14.4933333333,24.5666666667,35.2,25.5,40.6842857143,23.956,45.334,8.7333333333,754.6,72.3333333333,5,27,3.9
50,0,24.6,38.045,21.89,40.134,24.29,32.29,24.89,37.79,23.79,46.9333333333,9.19,13.8233333333,24.5666666667,35.1266666667,25.5,40.656,23.9528571429,45.29,8.7666666667,754.65,72.1666666667,5,27,3.9
60,0,24.6,38,21.89,40.0642857143,24.29,32.23,24.89,37.7642857143,23.79,46.845,9.19,13.3566666667,24.6,35.06,25.5,40.6214285714,23.89,45.29,8.8,754.7,72,5,27,3.9
70,0,24.6,37.9333333333,21.89,40,24.26,32.1333333333,24.89,37.7,23.79,46.7,9.19,13.16,24.5333333333,35,25.5,40.59,23.9214285714,45.2514285714,8.7666666667,754.7666666667,71.1666666667,5,27.3333333333,3.7
50,0,24.6,37.8633333333,21.89,39.9428571429,24.2,32.06,24.89,37.6371428571,23.79,46.6266666667,9.1225,13.15,24.5,34.9666666667,25.5,40.5385714286,23.934,45.29,8.7333333333,754.8333333333,70.3333333333,5,27.6666666667,3.5
70,0,24.5333333333,37.79,21.89,39.834,24.2,32,24.89,37.59,23.79,46.4666666667,9.1,13.4333333333,24.5666666667,34.8266666667,25.456,40.5,23.89,45.2642857143,8.7,754.9,69.5,5,28,3.3
60,0,24.5,37.7,21.8614285714,39.7642857143,24.2,32,24.89,37.5642857143,23.79,46.4,9.1,13.2633333333,24.5,34.8266666667,25.4214285714,40.5,23.89,45.2,8.6666666667,754.9666666667,68.6666666667,5,28.3333333333,3.1
70,0,24.5,37.7,21.89,39.7,24.2,31.9633333333,24.89,37.5,23.79,46.29,9.1,12.93,24.5,34.8175,25.39,40.536,23.9057142857,45.2,8.6333333333,755.0333333333,67.8333333333,5,28.6666666667,2.9
70,0,24.5,37.6633333333,21.8185714286,39.6214285714,24.2,31.89,24.89,37.5,23.79,46.23,9.13,12.2333333333,24.5,34.79,25.39,40.59,23.978,45.2,8.6,755.1,67,5,29,2.7
60,0,24.5,37.53,21.85,39.634,24.1,31.8233333333,24.8042857143,37.2571428571,23.79,45.8633333333,9.2633333333,10.5666666667,24.5,34.3633333333,25.39,40.552,23.9685714286,45.2,8.6,755.1666666667,66.5,5.1666666667,30.8333333333,2.6
100,0,24.5,37.3333333333,21.9214285714,39.4657142857,24.0333333333,31.8233333333,24.79,36.74,23.79,45.33,9.5566666667,7.8,24.4266666667,33.7566666667,25.39,40.185,23.934,44.916,8.6,755.2333333333,66,5.3333333333,32.6666666667,2.5
50,0,24.5,37.2,22.1,38.916,24,31.8566666667,24.79,36.3971428571,23.79,44.5633333333,9.9633333333,5.3933333333,24.4633333333,33.2666666667,25.39,39.7957142857,23.9371428571,44.2228571429,8.6,755.3,65.5,5.5,34.5,2.4
80,0,24.5,37.09,22.2371428571,38.4814285714,23.9266666667,31.5233333333,24.736,35.96,23.79,44.0966666667,10.19,2.6933333333,24.39,32.8,25.39,39.4,23.89,43.174,8.6,755.3666666667,65,5.6666666667,36.3333333333,2.3
320,0,24.5,36.7566666667,22.254,38.02,23.89,31.6333333333,24.7642857143,36.1128571429,23.73,43.5266666667,10.2633333333,2.6933333333,24.39,32.4,25.3328571429,39.1385714286,23.89,41.5971428571,8.6,755.4333333333,64.5,5.8333333333,38.1666666667,2.2
350,0,24.5,36.59,22.3614285714,37.7957142857,23.9725,31.7225,24.79,36.334,23.76,42.7595833333,10.33,2.3633333333,24.39,32.0666666667,25.29,38.794,23.89,40.916,8.6,755.5,64,6,40,2.1
160,0,24.5,36.59,22.54,37.62,24.1,31.976,24.7514285714,36.2642857143,23.79,41.9925,10.4633333333,2.9633333333,24.29,31.8266666667,25.29,38.4971428571,23.89,40.7414285714,8.6666666667,755.55,63.3333333333,5.8333333333,40,2.0166666667
70,0,24.5,36.59,22.6,37.2214285714,24.2,32.1633333333,24.79,36.09,23.79,41.48,10.7266666667,3.5,24.29,31.7,25.29,38.254,23.89,41.198,8.7333333333,755.6,62.6666666667,5.6666666667,40,1.9333333333
80,0,24.5,36.59,22.6,37.2,24.2225,32.3425,24.79,35.94,23.8185714286,40.9285714286,10.8,2.76,24.29,31.5666666667,25.2514285714,38.1842857143,23.89,41.9657142857,8.8,755.65,62,5.5,40,1.85
70,0,24.4633333333,36.43,22.6714285714,37.1214285714,24.31,32.678,24.79,35.75,23.79,40.536,10.9266666667,1.4666666667,24.29,31.36,25.272,38.072,23.93125,41.725,8.8666666667,755.7,61.3333333333,5.3333333333,40,1.7666666667
70,0,24.39,36.29,22.7,36.82,24.3233333333,32.8633333333,24.79,35.6371428571,23.7242857143,38.8814285714,11.1266666667,1,24.29,31.1666666667,25.2385714286,38,23.89,41.05,8.9333333333,755.75,60.6666666667,5.1666666667,40,1.6833333333
70,0,24.39,36.1633333333,23.0142857143,35.8814285714,24.39,33.0225,24.79,35.4,23.58,37.254,11.2266666667,1,24.29,31.0333333333,25.2,37.856,23.7528571429,38.8671428571,9,755.8,60,5,40,1.6
80,0,24.39,35.865,23.1,35.20375,24.39,33.09,24.79,35.2385714286,23.5285714286,37.2928571429,11.2175,1,24.29,30.76,25.2,37.65,23.456,37.316,9.0166666667,755.8666666667,60.8333333333,5,40,1.8166666667
80,0,24.39,35.73,23.12,35.4,24.39,33.1266666667,24.79,35.072,23.6,37.874,11.19,1,24.29,30.6333333333,25.2,37.59,23.4528571429,37.0285714286,9.0333333333,755.9333333333,61.6666666667,5,40,2.0333333333
100,0,24.39,35.79,23.2928571429,35.4714285714,24.445,33.2,24.79,34.9285714286,23.6,38.2685714286,11.19,1,24.29,30.4633333333,25.2,37.6942857143,23.5,36.554,9.05,756,62.5,5,40,2.25
90,0,24.39,35.8633333333,23.5,35.29,24.39,33.2,24.79,34.754,23.638,41.936,11.3233333333,1,24.29,30.3233333333,25.254,37.856,23.5,36.1242857143,9.0666666667,756.0666666667,63.3333333333,5,40,2.4666666667
290,0,24.39,35.8633333333,23.5842857143,35.15,24.39,33.3333333333,24.8042857143,34.6528571429,24.4757142857,70.8685714286,11.6,1,24.29,30.1666666667,25.2,37.3957142857,23.5,35.696,9.0833333333,756.1333333333,64.1666666667,5,40,2.6833333333
430,0,24.39,35.79,23.956,34.994,24.5,33.5,24.89,34.7,25.11875,78.5375,11.66,1,24.29,30.0333333333,25.254,37.42,23.5,35.4285714286,9.1,756.2,65,5,40,2.9
100,0,24.4266666667,35.86,24.2642857143,34.8114285714,24.58,33.572,24.89,34.7,24.66,79.814,11.8266666667,1,24.29,29.89,25.29,37.7,23.5,35.156,9.2666666667,756.25,63.3333333333,5,40,2.65
100,0,24.5,36.06,24.434,34.634,24.6,33.59,24.89,34.7,24.4657142857,80.11,12.2333333333,1,24.29,29.7925,25.3566666667,37.6266666667,23.4057142857,34.88,9.4333333333,756.3,61.6666666667,5,40,2.4
100,0,24.4266666667,36.39,24.6271428571,34.4971428571,24.6,33.59,24.89,34.7,24.272,77.296,12.6666666667,1,24.29,29.7,25.39,37.56,23.412,34.678,9.6,756.35,60,5,40,2.15
110,0,24.5,36.7233333333,24.85,34.316,24.64,33.736,24.912,34.776,24.2,69.5142857143,12.9333333333,1,24.29,29.6,25.478,37.38,23.4528571429,34.4542857143,9.7666666667,756.4,58.3333333333,5,40,1.9
110,0,24.5,36.79,24.8614285714,34.2,24.7,33.8266666667,24.9685714286,35.0285714286,24.16,62.34,12.9266666667,1,24.29,29.5333333333,25.52,37.116,23.39,34.156,9.9333333333,756.45,56.6666666667,5,40,1.65
110,0,24.5,36.73,25.04,33.96,24.7,33.9,25,35.4,24.1,59.0371428571,13.1266666667,1,24.29,29.4633333333,25.6285714286,36.9285714286,23.39,33.9557142857,10.1,756.5,55,5,40,1.4
90,0,24.5,36.6633333333,25.0428571429,33.7542857143,24.7,34.03,25,35.4571428571,24.04,56.19,13.39,1,24.29,29.39,25.7,36.7,23.39,33.816,10.2166666667,756.5833333333,55,5.1666666667,40,1.5
90,0,24.5,36.4633333333,24.978,33.754,24.7,34.09,25,35.516,24,53.85,13.1966666667,1,24.29,29.29,25.7514285714,36.6842857143,23.39,33.5957142857,10.3333333333,756.6666666667,55,5.3333333333,40,1.6
100,0,24.5333333333,37.3333333333,24.9371428571,33.7642857143,24.7,34.045,25.0375,35.36125,24,52.08,13.19,1,24.29,29.23,25.772,36.572,23.39,33.4,10.45,756.75,55,5.5,40,1.7
90,0,24.6,39.26,25,33.736,24.73,34.2,25.0285714286,34.59,23.9842857143,51.1357142857,13.3233333333,1,24.29,29.1666666667,25.7257142857,36.5,23.39,33.5242857143,10.5666666667,756.8333333333,55,5.6666666667,40,1.8
100,0,24.6,39.2633333333,24.9685714286,33.9542857143,24.79,34.26,24.85,33.174,23.934,50.198,13.16,1,24.3566666667,29.1666666667,25.79,36.59,23.412,33.74,10.6833333333,756.9166666667,55,5.8333333333,40,1.9
110,0,24.6,38.4566666667,25,34.016,24.79,34.4333333333,24.7385714286,32.4285714286,23.9685714286,49.2257142857,13.2333333333,1,24.39,29.1666666667,25.79,36.59,23.5,33.9,10.8,757,55,6,40,2
110,0,24.6,38.2966666667,25,33.7957142857,24.79,34.5,24.7,32.116,23.89,48.174,13.33,1,24.39,29.1,25.79,36.5385714286,23.5,33.754,10.7,757.0666666667,55.3333333333,6,38.1666666667,2.0166666667
130,0,24.7266666667,38.3633333333,25.06,33.79,24.79,34.5,24.7642857143,32.5928571429,23.89,47.4542857143,13.4225,1,24.39,29.1,25.85,36.418,23.5,33.54,10.6,757.1333333333,55.6666666667,6,36.3333333333,2.0333333333
110,0,24.79,37.6933333333,25,33.8842857143,24.79,34.5,24.89,33.134,23.89,46.796,13.1,1,24.39,29.0333333333,25.89,36.2257142857,23.478,33.294,10.5,757.2,56,6,34.5,2.05
110,0,24.865,37.7,25,33.856,24.8233333333,34.6266666667,24.9057142857,33.3842857143,23.89,46.2,13.4266666667,1,24.39,28.9633333333,25.934,36.254,23.39,32.8114285714,10.4,757.2666666667,56.3333333333,6,32.6666666667,2.0666666667
130,0,24.9633333333,37.2266666667,25,33.8685714286,24.89,34.7,24.956,33.696,23.89,45.754,13.3666666667,1,24.39,28.8233333333,26,36.4571428571,23.16,31.97,10.3,757.3333333333,56.6666666667,6,30.8333333333,2.0833333333
110,0,25.0333333333,36.7233333333,24.956,33.79,24.89,34.7,25,33.9542857143,23.89,45.3285714286,13.2633333333,1,24.4266666667,28.9266666667,26.02,36.36,23.1,31.7925,10.2,757.4,57,6,29,2.1
130,0,25.1,36.53,24.89,33.7228571429,24.89,34.7,25.1,34.236,23.89,44.86,13.2633333333,1,24.5,29.7333333333,26.1,36.0957142857,23.1,31.89,10.5166666667,757.4,55.6666666667,6.1666666667,28.8333333333,2
130,10,25.2,36.2233333333,24.89,33.552,24.89,34.7,25.1,34.4928571429,23.8614285714,44.2285714286,13.7333333333,1,24.5,30.3566666667,26.16,35.754,23.1,31.85,10.8333333333,757.4,54.3333333333,6.3333333333,28.6666666667,1.9
120,0,25.2,36.1633333333,24.8614285714,33.1685714286,24.89,34.7,25.1,34.29,23.89,43.754,13.2666666667,1,24.5,30.0233333333,26.2371428571,35.5542857143,23.1,31.9942857143,11.15,757.4,53,6.5,28.5,1.8
90,0,25.2,34.26,24.445,30.4,24.89,34.79,24.9971428571,32.1685714286,23.8328571429,43.4371428571,13.2666666667,1,24.5,29.445,26.236,35.26,23.2,32.12,11.4666666667,757.4,51.6666666667,6.6666666667,28.3333333333,1.7
100,0,25.1333333333,32.7333333333,24.3614285714,30.0285714286,24.89,34.73,24.89,31.16,23.79,42.914,13.6,1,24.5,29.03,26.2,34.7571428571,23.2257142857,31.7714285714,11.7833333333,757.4,50.3333333333,6.8333333333,28.1666666667,1.6
100,0,25.1333333333,32.2,24.4842857143,30.1,24.89,34.59,24.89,31.17,23.8328571429,42.4657142857,13.96,1,24.5,28.8233333333,26.2,34.79,23.2,31.518,12.1,757.4,49,7,28,1.5
